1722003422.00000,999.00000
1722003422.05000,999.00000
1722003422.10000,999.00000
1722003422.15000,999.00000
1722003422.20000,999.00000
1722003422.25000,999.00000
1722003422.30000,999.00000
1722003422.35000,999.00000
1722003422.40000,999.00000
1722003422.45000,999.00000
1722003422.50000,999.00000
1722003422.55000,999.00000
1722003422.60000,999.00000
1722003422.65000,999.00000
1722003422.70000,999.00000
1722003422.75000,999.00000
1722003422.80000,999.00000
1722003422.85000,999.00000
1722003422.90000,999.00000
1722003422.95000,999.00000
1722003423.00000,999.00000
1722003423.05000,999.00000
1722003423.10000,999.00000
1722003423.15000,999.00000
1722003423.20000,999.00000
1722003423.25000,999.00000
1722003423.30000,999.00000
1722003423.35000,999.00000
1722003423.40000,999.00000
1722003423.45000,999.00000
1722003423.50000,999.00000
1722003423.55000,999.00000
1722003423.60000,999.00000
1722003423.65000,999.00000
1722003423.70000,999.00000
1722003423.75000,999.00000
1722003423.80000,999.00000
1722003423.85000,999.00000
1722003423.90000,999.00000
1722003423.95000,0.00000
1722003424.00000,0.00000
1722003424.05000,0.00000
1722003424.10000,0.00000
1722003424.15000,0.00000
1722003424.20000,0.00000
1722003424.25000,0.00000
1722003424.30000,0.00000
1722003424.35000,0.00000
1722003424.40000,0.00000
1722003424.45000,0.00000
1722003424.50000,0.00000
1722003424.55000,0.00000
1722003424.60000,0.00000
1722003424.65000,0.00000
1722003424.70000,0.00000
1722003424.75000,0.00000
1722003424.80000,0.00000
1722003424.85000,0.00000
1722003424.90000,0.00000
1722003424.95000,0.00000
1722003425.00000,0.00000
1722003425.05000,0.00000
1722003425.10000,0.00000
1722003425.15000,0.00000
1722003425.20000,0.00000
1722003425.25000,0.00000
1722003425.30000,0.00000
1722003425.35000,0.00000
1722003425.40000,0.00000
1722003425.45000,0.00000
1722003425.50000,0.00000
1722003425.55000,0.00000
1722003425.60000,0.00000
1722003425.65000,0.00000
1722003425.70000,0.00000
1722003425.75000,0.00000
1722003425.80000,0.00000
1722003425.85000,0.00000
1722003425.90000,0.00000
1722003425.95000,0.00000
1722003426.00000,0.00000
1722003426.05000,0.00000
1722003426.10000,0.00000
1722003426.15000,0.00000
1722003426.20000,0.00000
1722003426.25000,0.00000
1722003426.30000,0.00000
1722003426.35000,0.00000
1722003426.40000,0.00000
1722003426.45000,0.00000
1722003426.50000,0.00000
1722003426.55000,0.00000
1722003426.60000,0.00000
1722003426.65000,0.00000
1722003426.70000,0.00000
1722003426.75000,0.00000
1722003426.80000,0.00000
1722003426.85000,0.00000
1722003426.90000,3.00000
1722003426.95000,3.00000
1722003427.00000,3.00000
1722003427.05000,3.00000
1722003427.10000,3.00000
1722003427.15000,3.00000
1722003427.20000,3.00000
1722003427.25000,3.00000
1722003427.30000,3.00000
1722003427.35000,3.00000
1722003427.40000,3.00000
1722003427.45000,3.00000
1722003427.50000,3.00000
1722003427.55000,3.00000
1722003427.60000,3.00000
1722003427.65000,3.00000
1722003427.70000,3.00000
1722003427.75000,3.00000
1722003427.80000,3.00000
1722003427.85000,3.00000
1722003427.90000,3.00000
1722003427.95000,3.00000
1722003428.00000,3.00000
1722003428.05000,3.00000
1722003428.10000,3.00000
1722003428.15000,3.00000
1722003428.20000,3.00000
1722003428.25000,3.00000
1722003428.30000,3.00000
1722003428.35000,3.00000
1722003428.40000,3.00000
1722003428.45000,3.00000
1722003428.50000,3.00000
1722003428.55000,3.00000
1722003428.60000,3.00000
1722003428.65000,3.00000
1722003428.70000,3.00000
1722003428.75000,3.00000
1722003428.80000,3.00000
1722003428.85000,3.00000
1722003428.90000,3.00000
1722003428.95000,3.00000
1722003429.00000,3.00000
1722003429.05000,3.00000
1722003429.10000,3.00000
1722003429.15000,3.00000
1722003429.20000,3.00000
1722003429.25000,3.00000
1722003429.30000,3.00000
1722003429.35000,3.00000
1722003429.40000,3.00000
1722003429.45000,3.00000
1722003429.50000,3.00000
1722003429.55000,3.00000
1722003429.60000,3.00000
1722003429.65000,3.00000
1722003429.70000,3.00000
1722003429.75000,3.00000
1722003429.80000,3.00000
1722003429.85000,3.00000
1722003429.90000,3.00000
1722003429.95000,3.00000
1722003430.00000,3.00000
1722003430.05000,3.00000
1722003430.10000,3.00000
1722003430.15000,3.00000
1722003430.20000,3.00000
1722003430.25000,3.00000
1722003430.30000,3.00000
1722003430.35000,3.00000
1722003430.40000,3.00000
1722003430.45000,3.00000
1722003430.50000,3.00000
1722003430.55000,3.00000
1722003430.60000,3.00000
1722003430.65000,3.00000
1722003430.70000,3.00000
1722003430.75000,3.00000
1722003430.80000,3.00000
1722003430.85000,3.00000
1722003430.90000,3.00000
1722003430.95000,3.00000
1722003431.00000,3.00000
1722003431.05000,0.00000
1722003431.10000,0.00000
1722003431.15000,0.00000
1722003431.20000,0.00000
1722003431.25000,0.00000
1722003431.30000,0.00000
1722003431.35000,0.00000
1722003431.40000,0.00000
1722003431.45000,0.00000
1722003431.50000,0.00000
1722003431.55000,0.00000
1722003431.60000,0.00000
1722003431.65000,0.00000
1722003431.70000,0.00000
1722003431.75000,0.00000
1722003431.80000,0.00000
1722003431.85000,0.00000
1722003431.90000,0.00000
1722003431.95000,0.00000
1722003432.00000,0.00000
1722003432.05000,0.00000
1722003432.10000,0.00000
1722003432.15000,0.00000
1722003432.20000,0.00000
1722003432.25000,0.00000
1722003432.30000,0.00000
1722003432.35000,0.00000
1722003432.40000,0.00000
1722003432.45000,0.00000
1722003432.50000,0.00000
1722003432.55000,0.00000
1722003432.60000,0.00000
1722003432.65000,0.00000
1722003432.70000,0.00000
1722003432.75000,0.00000
1722003432.80000,0.00000
1722003432.85000,0.00000
1722003432.90000,0.00000
1722003432.95000,0.00000
